objectid,constituentid,roletype,role,displaydate_artMade,beginyear_artMade,endyear_artMade,country_artMade,zipcode_artMade,ulanid,forwarddisplayname,artistofngaobject,birthyear,deathyear,nationality,constituenttype,demonym,pct_country_NGA,artists_countryCode,artists_continent,artists_country
4554,3489,artist,artist,"Argentinean, 1899-1972",1899,1972,NULL,NULL,NULL,"Adolfo Bellocq",1,1899,1972,Argentinean,individual,Argentinean,0,AR,SA,Argentina
4555,3489,artist,artist,"Argentinean, 1899-1972",1899,1972,NULL,NULL,NULL,"Adolfo Bellocq",1,1899,1972,Argentinean,individual,Argentinean,0,AR,SA,Argentina
57797,3507,artist,artist,"Argentinean, 1905 - 1981",1905,1981,NULL,NULL,500015512,"Antonio Berni",1,1905,1981,Argentinean,individual,Argentinean,0,AR,SA,Argentina
57798,3507,artist,artist,"Argentinean, 1905 - 1981",1905,1981,NULL,NULL,500015512,"Antonio Berni",1,1905,1981,Argentinean,individual,Argentinean,0,AR,SA,Argentina
30247,3597,artist,artist,"Mexican, 1911 - 2005",1911,2005,NULL,NULL,NULL,"Ángel Bracho",1,1911,2005,Mexican,individual,Mexican,0,MX,NoAm,Mexico
41845,3679,artist,artist,"Mexican, 1908 - 1989",1908,1989,NULL,NULL,500118518,"Federico Cantú",1,1908,1989,Mexican,individual,Mexican,0,MX,NoAm,Mexico
57945,3682,artist,artist,"Argentinean, born 1928",1928,NULL,NULL,NULL,NULL,"Angelica Caporaso",1,1928,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
48893,3687,artist,artist,"Cuban, born 1927",1927,NULL,NULL,NULL,500035542,"Agustin Cardenas",1,1927,NULL,Cuban,individual,Cuban,0,CU,NoAm,Cuba
30249,3704,artist,artist,"Mexican, 1905 - 1947",1905,1947,NULL,NULL,500059286,"Julio Castellanos",1,1905,1947,Mexican,individual,Mexican,0,MX,NoAm,Mexico
9180,3740,artist,artist,"Mexican, born 1909",1909,2009,NULL,NULL,500078548,"José Chavez Morado",1,1909,2009,Mexican,individual,Mexican,0,MX,NoAm,Mexico
33363,3820,artist,artist,"Mexican, born 1913",1913,2013,NULL,NULL,500118509,"Olga Costa",1,1913,2013,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61917,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61919,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61924,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61930,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61933,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61934,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61910,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61911,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61916,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61926,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61927,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61935,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
174306,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
49451,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61914,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61915,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61918,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61920,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61922,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61923,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61925,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61928,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61929,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61932,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
107542,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
107543,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61912,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61913,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61921,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61931,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
107544,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30252,3951,artist,artist,"Mexican, 1911 - 1986",1911,1986,NULL,NULL,500071567,"Francisco Dosamantes",1,1911,1986,Mexican,individual,Mexican,0,MX,NoAm,Mexico
183747,3951,artist,artist,"Mexican, 1911 - 1986",1911,1986,NULL,NULL,500071567,"Francisco Dosamantes",1,1911,1986,Mexican,individual,Mexican,0,MX,NoAm,Mexico
48916,4075,artist,artist,"Argentinean, born 1920",1920,NULL,NULL,NULL,500124517,"Leon Ferrari",1,1920,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
48918,4205,artist,artist,"Mexican, born 1929",1929,NULL,NULL,NULL,500118501,"Alberto Gironella",1,1929,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
48898,4576,artist,artist,"Argentinean, born 1926",1926,NULL,NULL,NULL,500465427,"Juan Carlos Langlois",1,1926,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
58637,4585,artist,artist,"Venezuelan, born 1936",1936,NULL,NULL,NULL,NULL,"Francisco Larez",1,1936,NULL,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
58638,4585,artist,artist,"Venezuelan, born 1936",1936,NULL,NULL,NULL,NULL,"Francisco Larez",1,1936,NULL,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
33117,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30693,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30696,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30697,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30704,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30714,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30715,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30694,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30699,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30702,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30706,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30709,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30712,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
183894,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30690,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30692,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30695,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30703,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30711,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30713,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30691,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30698,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30700,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30701,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30705,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30707,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30708,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30710,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
48921,5101,artist,artist,"Mexican, 1936 - 1985",1936,1985,NULL,NULL,500335123,"Rodolfo Nieto",1,1936,1985,Mexican,individual,Mexican,0,MX,NoAm,Mexico
133435,5136,artist,artist,"Mexican, 1883 - 1949",1883,1949,NULL,NULL,500012316,"José Clemente Orozco",1,1883,1949,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30273,5136,artist,artist,"Mexican, 1883 - 1949",1883,1949,NULL,NULL,500012316,"José Clemente Orozco",1,1883,1949,Mexican,individual,Mexican,0,MX,NoAm,Mexico
154008,5136,artist,artist,"Mexican, 1883 - 1949",1883,1949,NULL,NULL,500012316,"José Clemente Orozco",1,1883,1949,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30639,5136,artist,artist,"Mexican, 1883 - 1949",1883,1949,NULL,NULL,500012316,"José Clemente Orozco",1,1883,1949,Mexican,individual,Mexican,0,MX,NoAm,Mexico
9504,5136,artist,artist,"Mexican, 1883 - 1949",1883,1949,NULL,NULL,500012316,"José Clemente Orozco",1,1883,1949,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30274,5136,artist,artist,"Mexican, 1883 - 1949",1883,1949,NULL,NULL,500012316,"José Clemente Orozco",1,1883,1949,Mexican,individual,Mexican,0,MX,NoAm,Mexico
145431,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58852,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58854,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58856,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58844,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58846,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58847,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58851,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58855,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58849,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58850,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58853,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58858,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58845,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58848,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
58857,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
152826,5265,artist,artist,"Mexican, 1851 - 1913",1851,1913,NULL,NULL,500032573,"José Guadalupe Posada",1,1851,1913,Mexican,individual,Mexican,0,MX,NoAm,Mexico
152827,5265,artist,artist,"Mexican, 1851 - 1913",1851,1913,NULL,NULL,500032573,"José Guadalupe Posada",1,1851,1913,Mexican,individual,Mexican,0,MX,NoAm,Mexico
163508,5265,artist,artist,"Mexican, 1851 - 1913",1851,1913,NULL,NULL,500032573,"José Guadalupe Posada",1,1851,1913,Mexican,individual,Mexican,0,MX,NoAm,Mexico
152829,5265,artist,artist,"Mexican, 1851 - 1913",1851,1913,NULL,NULL,500032573,"José Guadalupe Posada",1,1851,1913,Mexican,individual,Mexican,0,MX,NoAm,Mexico
30476,5265,artist,artist,"Mexican, 1851 - 1913",1851,1913,NULL,NULL,500032573,"José Guadalupe Posada",1,1851,1913,Mexican,individual,Mexican,0,MX,NoAm,Mexico
130886,5318,artist,artist,"Colombian, 1928 - 2010",1928,2010,NULL,NULL,500107510,"Omar Rayo",1,1928,2010,Colombian,individual,Colombian,0,CO,SA,Colombia
48557,5318,artist,artist,"Colombian, 1928 - 2010",1928,2010,NULL,NULL,500107510,"Omar Rayo",1,1928,2010,Colombian,individual,Colombian,0,CO,SA,Colombia
48683,5444,artist,artist,"Mexican, born 1922",1922,NULL,NULL,NULL,NULL,"Guillermo Silva Santamaría",1,1922,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
48684,5444,artist,artist,"Mexican, born 1922",1922,NULL,NULL,NULL,NULL,"Guillermo Silva Santamaría",1,1922,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
141284,5449,artist,printer,"Argentinean, born 1936",1936,NULL,NULL,NULL,NULL,"Hector Saunier",1,1936,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
58986,5449,artist,artist,"Argentinean, born 1936",1936,NULL,NULL,NULL,NULL,"Hector Saunier",1,1936,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
179431,5449,artist,printer,"Argentinean, born 1936",1936,NULL,NULL,NULL,NULL,"Hector Saunier",1,1936,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
195672,5449,artist,printer,"Argentinean, born 1936",1936,NULL,NULL,NULL,NULL,"Hector Saunier",1,1936,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
58984,5449,artist,artist,"Argentinean, born 1936",1936,NULL,NULL,NULL,NULL,"Hector Saunier",1,1936,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
58985,5449,artist,artist,"Argentinean, born 1936",1936,NULL,NULL,NULL,NULL,"Hector Saunier",1,1936,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
148744,5730,artist,artist,"Mexican, 1904 - 1957",1904,1957,NULL,NULL,500122721,"Miguel Covarrubias",1,1904,1957,Mexican,individual,Mexican,0,MX,NoAm,Mexico
63086,5730,artist,artist,"Mexican, 1904 - 1957",1904,1957,NULL,NULL,500122721,"Miguel Covarrubias",1,1904,1957,Mexican,individual,Mexican,0,MX,NoAm,Mexico
63999,5820,artist,artist,"Mexican, born 1935",1935,NULL,NULL,NULL,500330827,"Artemio Sepulveda",1,1935,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
61986,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
61988,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
61993,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
61996,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
62006,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
61990,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
61991,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
61998,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
62000,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
