objectid,constituentid,roletype,role,displaydate_artMade,beginyear_artMade,endyear_artMade,country_artMade,zipcode_artMade,ulanid,forwarddisplayname,artistofngaobject,birthyear,deathyear,nationality,constituenttype,demonym,pct_country_NGA,artists_countryCode,artists_continent,artists_country
104920,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
104922,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
109975,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
116224,24648,artist,artist,"Mexican, 1923 - 2012",1923,2012,NULL,NULL,NULL,"Héctor García",1,1923,2012,Mexican,individual,Mexican,0,MX,NoAm,Mexico
221518,24695,artist,artist,"Brazilian, 1933 - 1995",1933,1995,NULL,NULL,500371891,"Roberto De Lamonica",1,1933,1995,Brazilian,individual,Brazilian,0,BR,SA,Brazil
111088,24695,artist,printer,"Brazilian, 1933 - 1995",1933,1995,NULL,NULL,500371891,"Roberto De Lamonica",1,1933,1995,Brazilian,individual,Brazilian,0,BR,SA,Brazil
111091,24695,artist,printer,"Brazilian, 1933 - 1995",1933,1995,NULL,NULL,500371891,"Roberto De Lamonica",1,1933,1995,Brazilian,individual,Brazilian,0,BR,SA,Brazil
111096,24695,artist,printer,"Brazilian, 1933 - 1995",1933,1995,NULL,NULL,500371891,"Roberto De Lamonica",1,1933,1995,Brazilian,individual,Brazilian,0,BR,SA,Brazil
201240,24695,artist,artist,"Brazilian, 1933 - 1995",1933,1995,NULL,NULL,500371891,"Roberto De Lamonica",1,1933,1995,Brazilian,individual,Brazilian,0,BR,SA,Brazil
111089,24695,artist,printer,"Brazilian, 1933 - 1995",1933,1995,NULL,NULL,500371891,"Roberto De Lamonica",1,1933,1995,Brazilian,individual,Brazilian,0,BR,SA,Brazil
111094,24695,artist,printer,"Brazilian, 1933 - 1995",1933,1995,NULL,NULL,500371891,"Roberto De Lamonica",1,1933,1995,Brazilian,individual,Brazilian,0,BR,SA,Brazil
111095,24695,artist,printer,"Brazilian, 1933 - 1995",1933,1995,NULL,NULL,500371891,"Roberto De Lamonica",1,1933,1995,Brazilian,individual,Brazilian,0,BR,SA,Brazil
111090,24695,artist,printer,"Brazilian, 1933 - 1995",1933,1995,NULL,NULL,500371891,"Roberto De Lamonica",1,1933,1995,Brazilian,individual,Brazilian,0,BR,SA,Brazil
111092,24695,artist,printer,"Brazilian, 1933 - 1995",1933,1995,NULL,NULL,500371891,"Roberto De Lamonica",1,1933,1995,Brazilian,individual,Brazilian,0,BR,SA,Brazil
111093,24695,artist,printer,"Brazilian, 1933 - 1995",1933,1995,NULL,NULL,500371891,"Roberto De Lamonica",1,1933,1995,Brazilian,individual,Brazilian,0,BR,SA,Brazil
134860,24756,artist,artist,"Peruvian, 1891 - 1973",1891,1973,NULL,NULL,500037196,"Martin Chambi",1,1891,1973,Peruvian,individual,Peruvian,0,PE,SA,Peru
126503,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
126501,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
126506,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
126500,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
126502,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
126504,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
117249,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
126505,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
126507,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
117293,24996,artist,artist,"Cuban, born 1969",1969,NULL,NULL,NULL,500127970,"Ibrahim Miranda",1,1969,NULL,Cuban,individual,Cuban,0,CU,NoAm,Cuba
117294,24997,artist,artist,"Cuban, born 1974",1974,NULL,NULL,NULL,NULL,"Liset Castillo",1,1974,NULL,Cuban,individual,Cuban,0,CU,NoAm,Cuba
143119,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
139546,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143115,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143117,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143121,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143122,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143123,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
117298,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143120,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143116,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143118,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
117297,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
169871,25864,artist,artist,"Argentinean, born Belgium, 1902 - 1985",1902,1985,NULL,NULL,NULL,"Victor Delhez",1,1902,1985,Argentinean,individual,Argentinean,0,AR,SA,Argentina
181849,25864,artist,artist,"Argentinean, born Belgium, 1902 - 1985",1902,1985,NULL,NULL,NULL,"Victor Delhez",1,1902,1985,Argentinean,individual,Argentinean,0,AR,SA,Argentina
119885,25864,artist,artist,"Argentinean, born Belgium, 1902 - 1985",1902,1985,NULL,NULL,NULL,"Victor Delhez",1,1902,1985,Argentinean,individual,Argentinean,0,AR,SA,Argentina
145426,26394,artist,artist,"Brazilian, born 1935",1935,NULL,NULL,NULL,500356627,"Maria Bonomi",1,1935,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
117438,27342,artist,artist,"Brazilian, 1927 - 1982",1927,1982,NULL,NULL,NULL,"Aloísio Magalhaes",1,1927,1982,Brazilian,individual,Brazilian,0,BR,SA,Brazil
127530,27441,artist,sculptor,"Venezuelan, 1923 - 2005",1923,2005,NULL,NULL,500027187,"Jesús Rafael Soto",1,1923,2005,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
133867,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
133868,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
133881,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
133864,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
133866,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
133878,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
133879,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
133865,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
133869,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
133877,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
133880,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
128543,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143119,34339,artist,author,Mexican,NULL,NULL,NULL,NULL,NULL,"Alejandro de Ávila",1,NULL,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
139546,34339,artist,author,Mexican,NULL,NULL,NULL,NULL,NULL,"Alejandro de Ávila",1,NULL,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143115,34339,artist,author,Mexican,NULL,NULL,NULL,NULL,NULL,"Alejandro de Ávila",1,NULL,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143117,34339,artist,author,Mexican,NULL,NULL,NULL,NULL,NULL,"Alejandro de Ávila",1,NULL,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143121,34339,artist,author,Mexican,NULL,NULL,NULL,NULL,NULL,"Alejandro de Ávila",1,NULL,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143122,34339,artist,author,Mexican,NULL,NULL,NULL,NULL,NULL,"Alejandro de Ávila",1,NULL,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143123,34339,artist,author,Mexican,NULL,NULL,NULL,NULL,NULL,"Alejandro de Ávila",1,NULL,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143120,34339,artist,author,Mexican,NULL,NULL,NULL,NULL,NULL,"Alejandro de Ávila",1,NULL,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143116,34339,artist,author,Mexican,NULL,NULL,NULL,NULL,NULL,"Alejandro de Ávila",1,NULL,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
143118,34339,artist,author,Mexican,NULL,NULL,NULL,NULL,NULL,"Alejandro de Ávila",1,NULL,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
150532,34779,artist,artist,"Brazilian, born 1960",1960,NULL,NULL,NULL,500034427,"Beatriz Milhazes",1,1960,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
216535,35145,artist,artist,"Argentinean, born 1961",1961,NULL,NULL,NULL,500117883,"Guillermo Kuitca",1,1961,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
154126,35145,artist,artist,"Argentinean, born 1961",1961,NULL,NULL,NULL,500117883,"Guillermo Kuitca",1,1961,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
153116,35252,artist,printer,"Mexican, founded 1937",1937,NULL,NULL,NULL,NULL,"Taller de Grafica Popular",1,1937,NULL,Mexican,corporate,Mexican,0,MX,NoAm,Mexico
119789,35252,artist,printer,"Mexican, founded 1937",1937,NULL,NULL,NULL,NULL,"Taller de Grafica Popular",1,1937,NULL,Mexican,corporate,Mexican,0,MX,NoAm,Mexico
143191,35252,artist,publisher,"Mexican, founded 1937",1937,NULL,NULL,NULL,NULL,"Taller de Grafica Popular",1,1937,NULL,Mexican,corporate,Mexican,0,MX,NoAm,Mexico
154216,35395,artist,sculptor,"Brazilian, born 1964",1964,NULL,NULL,NULL,500115078,"Ernesto Neto",1,1964,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
175301,35395,artist,sculptor,"Brazilian, born 1964",1964,NULL,NULL,NULL,500115078,"Ernesto Neto",1,1964,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
157357,36273,artist,artist,"Mexican, born 1973",1973,NULL,NULL,NULL,500349250,"Daniela Rossell",1,1973,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
163302,38076,artist,artist,"Brazilian, 1937 - 1980",1937,1980,NULL,NULL,500111185,"Hélio Oiticica",1,1937,1980,Brazilian,individual,Brazilian,0,BR,SA,Brazil
163517,38161,artist,artist,"Cuban, 1950 - 1991",1950,1991,NULL,NULL,500336512,"Carlos Alfonzo",1,1950,1991,Cuban,individual,Cuban,0,CU,NoAm,Cuba
169092,38855,artist,artist,"Cuban, born 1967",1967,NULL,NULL,NULL,500127966,"Carlos Garaicoa",1,1967,NULL,Cuban,individual,Cuban,0,CU,NoAm,Cuba
222850,38855,artist,sculptor,"Cuban, born 1967",1967,NULL,NULL,NULL,500127966,"Carlos Garaicoa",1,1967,NULL,Cuban,individual,Cuban,0,CU,NoAm,Cuba
222852,38855,artist,artist,"Cuban, born 1967",1967,NULL,NULL,NULL,500127966,"Carlos Garaicoa",1,1967,NULL,Cuban,individual,Cuban,0,CU,NoAm,Cuba
169094,38855,artist,artist,"Cuban, born 1967",1967,NULL,NULL,NULL,500127966,"Carlos Garaicoa",1,1967,NULL,Cuban,individual,Cuban,0,CU,NoAm,Cuba
221013,38881,artist,artist,"Mexican, born Austria-Hungary, 1912 - 2000",1912,2000,NULL,NULL,NULL,"Kati Horna",1,1912,2000,Mexican,individual,Mexican,0,MX,NoAm,Mexico
217263,38881,artist,artist,"Mexican, born Austria-Hungary, 1912 - 2000",1912,2000,NULL,NULL,NULL,"Kati Horna",1,1912,2000,Mexican,individual,Mexican,0,MX,NoAm,Mexico
221005,38881,artist,artist,"Mexican, born Austria-Hungary, 1912 - 2000",1912,2000,NULL,NULL,NULL,"Kati Horna",1,1912,2000,Mexican,individual,Mexican,0,MX,NoAm,Mexico
223250,38881,artist,artist,"Mexican, born Austria-Hungary, 1912 - 2000",1912,2000,NULL,NULL,NULL,"Kati Horna",1,1912,2000,Mexican,individual,Mexican,0,MX,NoAm,Mexico
210341,38881,artist,artist,"Mexican, born Austria-Hungary, 1912 - 2000",1912,2000,NULL,NULL,NULL,"Kati Horna",1,1912,2000,Mexican,individual,Mexican,0,MX,NoAm,Mexico
221003,38881,artist,artist,"Mexican, born Austria-Hungary, 1912 - 2000",1912,2000,NULL,NULL,NULL,"Kati Horna",1,1912,2000,Mexican,individual,Mexican,0,MX,NoAm,Mexico
223251,38881,artist,artist,"Mexican, born Austria-Hungary, 1912 - 2000",1912,2000,NULL,NULL,NULL,"Kati Horna",1,1912,2000,Mexican,individual,Mexican,0,MX,NoAm,Mexico
196156,39181,artist,artist,"Mexican, 1903 - 1993",1903,1993,NULL,NULL,500056681,"Lola Álvarez Bravo",1,1903,1993,Mexican,individual,Mexican,0,MX,NoAm,Mexico
220350,39181,artist,artist,"Mexican, 1903 - 1993",1903,1993,NULL,NULL,500056681,"Lola Álvarez Bravo",1,1903,1993,Mexican,individual,Mexican,0,MX,NoAm,Mexico
199162,39181,artist,artist,"Mexican, 1903 - 1993",1903,1993,NULL,NULL,500056681,"Lola Álvarez Bravo",1,1903,1993,Mexican,individual,Mexican,0,MX,NoAm,Mexico
196157,39181,artist,artist,"Mexican, 1903 - 1993",1903,1993,NULL,NULL,500056681,"Lola Álvarez Bravo",1,1903,1993,Mexican,individual,Mexican,0,MX,NoAm,Mexico
184671,40239,artist,artist,"Mexican, 1915 - 2006",1915,2006,NULL,NULL,500061635,"Raúl Anguiano",1,1915,2006,Mexican,individual,Mexican,0,MX,NoAm,Mexico
212110,40991,artist,artist,"Brazilian,  1942 - 2008",1942,2008,NULL,NULL,500066376,"Rubens Gerchman",1,1942,2008,Brazilian,individual,Brazilian,0,BR,SA,Brazil
212111,40991,artist,artist,"Brazilian,  1942 - 2008",1942,2008,NULL,NULL,500066376,"Rubens Gerchman",1,1942,2008,Brazilian,individual,Brazilian,0,BR,SA,Brazil
212112,40991,artist,artist,"Brazilian,  1942 - 2008",1942,2008,NULL,NULL,500066376,"Rubens Gerchman",1,1942,2008,Brazilian,individual,Brazilian,0,BR,SA,Brazil
173039,40991,artist,artist,"Brazilian,  1942 - 2008",1942,2008,NULL,NULL,500066376,"Rubens Gerchman",1,1942,2008,Brazilian,individual,Brazilian,0,BR,SA,Brazil
223741,41056,artist,artist,"Mexican, born United States, 1925 - 2002",1925,2002,NULL,NULL,500023797,"Mariana Yampolsky",1,1925,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
173316,41056,artist,artist,"Mexican, born United States, 1925 - 2002",1925,2002,NULL,NULL,500023797,"Mariana Yampolsky",1,1925,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
175632,41056,artist,artist,"Mexican, born United States, 1925 - 2002",1925,2002,NULL,NULL,500023797,"Mariana Yampolsky",1,1925,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
174168,41247,artist,artist,"Mexican, born Costa Rica, 1913 - 1998",1913,1998,NULL,NULL,500020110,"Francisco Zúñiga",1,1913,1998,Mexican,individual,Mexican,0,MX,NoAm,Mexico
175609,41505,artist,artist,"Mexican, born 1957",1957,NULL,NULL,NULL,500294023,"Flor Garduño",1,1957,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
175619,41510,artist,artist,"Peruvian, born 1949",1949,NULL,NULL,NULL,500342516,"Javier Silva Meinel",1,1949,NULL,Peruvian,individual,Peruvian,0,PE,SA,Peru
199318,46354,artist,artist,"Argentinean, born 1957",1957,NULL,NULL,NULL,NULL,"Maria Teresa Rizzi",1,1957,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
199315,46354,artist,artist,"Argentinean, born 1957",1957,NULL,NULL,NULL,NULL,"Maria Teresa Rizzi",1,1957,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
199324,46354,artist,artist,"Argentinean, born 1957",1957,NULL,NULL,NULL,NULL,"Maria Teresa Rizzi",1,1957,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
199322,46354,artist,artist,"Argentinean, born 1957",1957,NULL,NULL,NULL,NULL,"Maria Teresa Rizzi",1,1957,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
201240,46691,artist,artist,"Uruguayan, born Germany, 1937",1937,NULL,NULL,NULL,500120217,"Luis Camnitzer",1,1937,NULL,Uruguayan,individual,Uruguayan,0,UY,SA,Uruguay
221516,46691,artist,artist,"Uruguayan, born Germany, 1937",1937,NULL,NULL,NULL,500120217,"Luis Camnitzer",1,1937,NULL,Uruguayan,individual,Uruguayan,0,UY,SA,Uruguay
70423,47414,artist,artist,NULL,1800,1899,NULL,NULL,NULL,"Peruvian 19th Century",1,1800,1899,Peruvian,anonymous,Peruvian,0,PE,SA,Peru
165695,48199,artist,artist,"Brazilian, born 1951",1951,NULL,NULL,NULL,NULL,"Sergio Macedo",1,1951,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
173039,48572,artist,author,"Brazilian, born 1940",1940,NULL,NULL,NULL,NULL,"Armando Freitas Filho",1,1940,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
173520,49483,artist,printer,"Chilean, born 1939",1939,NULL,NULL,NULL,NULL,"Eugenio Tellez",1,1939,NULL,Chilean,individual,Chilean,0,CL,SA,Chile
221012,49585,artist,artist,"Mexican, 1919 - 1996",1919,1996,NULL,NULL,NULL,"Antonio Reynoso",1,1919,1996,Mexican,individual,Mexican,0,MX,NoAm,Mexico
216620,49585,artist,artist,"Mexican, 1919 - 1996",1919,1996,NULL,NULL,NULL,"Antonio Reynoso",1,1919,1996,Mexican,individual,Mexican,0,MX,NoAm,Mexico
217334,49729,artist,"artist after","Brazilian, born Mexico, 1852 - 1931",1852,1931,NULL,NULL,NULL,"Rodolfo Bernardelli",1,1852,1931,Brazilian,individual,Brazilian,0,BR,SA,Brazil
218532,50060,artist,artist,"Venezuelan, 1933 - 1984",1933,1984,NULL,NULL,NULL,"Héctor Rondón Lovera",1,1933,1984,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
219357,50386,artist,artist,"Brazilian, 1929 - 2018",1929,2018,NULL,NULL,NULL,"Dulce Carneiro",1,1929,2018,Brazilian,individual,Brazilian,0,BR,SA,Brazil
219519,50468,artist,painter,"Nicaraguan, born 1935",1935,NULL,NULL,NULL,500578105,"Alejandro Aróstegui",1,1935,NULL,Nicaraguan,individual,Nicaraguan,0,NI,NoAm,Nicaragua
221464,51053,artist,painter,"Colombian, born 1982",1982,NULL,NULL,NULL,NULL,"María Berrío",1,1982,NULL,Colombian,individual,Colombian,0,CO,SA,Colombia
221938,51179,artist,artist,"Mexican, born 1950",1950,NULL,NULL,NULL,500294017,"Yolanda Andrade",1,1950,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
221940,51179,artist,artist,"Mexican, born 1950",1950,NULL,NULL,NULL,500294017,"Yolanda Andrade",1,1950,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
222827,51620,artist,artist,"Brazilian, born 1968",1968,NULL,NULL,NULL,500332855,"Sandra Cinto",1,1968,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
222828,51620,artist,artist,"Brazilian, born 1968",1968,NULL,NULL,NULL,500332855,"Sandra Cinto",1,1968,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
222829,51620,artist,artist,"Brazilian, born 1968",1968,NULL,NULL,NULL,500332855,"Sandra Cinto",1,1968,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
222832,51620,artist,artist,"Brazilian, born 1968",1968,NULL,NULL,NULL,500332855,"Sandra Cinto",1,1968,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
222830,51620,artist,artist,"Brazilian, born 1968",1968,NULL,NULL,NULL,500332855,"Sandra Cinto",1,1968,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
222831,51620,artist,artist,"Brazilian, born 1968",1968,NULL,NULL,NULL,500332855,"Sandra Cinto",1,1968,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
